Van Wilder,Walt Becker,92,4/4/2002
Vanishing on 7th Street,Brad Anderson,92,9/12/2010
Venus,Roger Michell,95,9/2/2006
Veritas,Howie Miller,74,5/16/2007
Vertical Limit,Martin Campbell,124,12/3/2000
Vertigo,Alfred Hitchcock,128,5/9/1958
Vicky Cristina Barcelona,Woody Allen,96,5/17/2008
Videodrome,David Cronenberg,87,2/4/1983
Vinyl,Andy Warhol,70,6/4/1965
Viridiana,Luis Buñuel,90,5/19/1961
Vision Quest,Harold Becker,105,2/15/1985
Vito After,Maria Pusateri,47,
Vivre Sa Vie,Jean-Luc Godard,80,9/20/1962
Viy,Konstantin Ershov  Georgi Kropachyov,77,11/27/1967
Volver,Pedro AlmodÃ³var,121,3/10/2006
Von Trier's 100 Eyes,Katia Forbert Petersen,56,12/2/2000
W.,Oliver Stone,129,10/16/2008
Wadjda,Haifaa Al-Mansour,98,8/31/2012
Wag the Dog,Barry Levinson,97,12/17/1997
Wait Until Dark,Terence Young,108,10/26/1967
Waiting for 'Superman',Davis Guggenheim,111,1/22/2010
Waiting for Guffman,Christopher Guest,84,8/21/1996
Waiting for Superman,Davis Guggenheim,111,
Wake in Fright,Ted Kotcheff,114,
Walkabout,Nicolas Roeg,100,1971-05
Wall Street,Oliver Stone,126,
WALL·E,Andrew Stanton,98,6/23/2008
Waltz with Bashir,Ari Folman,90,5/15/2008
Wanda,Barbara Loden,102,1970-09
Wanderlust,David Wain,98,2/24/2012
War Horse,Steven Spielberg,146,12/4/2011
WarGames,John Badham,114,1983-05
Warrior,Gavin O'Connor,140,9/9/2011
Watchmen,Zack Snyder,162,2/23/2009
Water,Deepa Mehta,117,
Waterworld,Kevin Reynolds,135,7/28/1995
Way Down East,D.W. Griffith,145,9/3/1920
We Don't Live Here Anymore,John Curran,101,1/20/2004
We Were Soldiers,Randall Wallace,138,2/25/2002
We're the Millers,Rawson Marshall Thurber,118,
Weapons of the Spirit,Pierre Sauvage,90,9/16/1987
Weekend,Jean-Luc Godard,105,12/29/1967
Weekend,Andrew Haigh,97,
Wendy and Lucy,Kelly Reichardt,80,
West Side Story,Jerome Robbins  Robert Wise,152,10/18/1961
Whale Rider,Niki Caro,101,37508
What About Bob?,Frank Oz,99,5/17/1991
What Dreams May Come,Vincent Ward,113,9/28/1998
What Ever Happened to Baby Jane?,Robert Aldrich,134,10/26/1962
What the #$*! Do We (K)now!?,William Arntz  Betsy Chasse,109,4/23/2004
What Women Want,Nancy Meyers,127,12/13/2000
When Harry Met Sally...,Rob Reiner,96,7/12/1989
When I Am Dead and Gone,Zivojin Pavlovic,79,12/27/1967
When I Saw You (Lamma shoftak),Annemarie Jacir,93,
When We Were Kings,Leon Gast,89,1996-01
Where Do We Go Now?,Nadine Labaki,110,40679
Where the Wild Things Are,Spike Jonze,101,10/13/2009
While You Were Sleeping,Jon Turteltaub,103,4/21/1995
Whip It,Drew Barrymore,111,9/13/2009
Whisky Galore,Alexander Mackendrick,82,6/16/1949
White Heat,Raoul Walsh,114,9/2/1949
White Hunter Black Heart,Clint Eastwood,112,5/16/1990
White Man's Burden,Desmond Nakano,89,10/5/1995
White Material,Claire Denis,106,
White Oleander,Peter Kosminsky,109,9/6/2002
White Palace,Luis Mandoki,103,10/19/1990
White Wedding,Jann Turner,93,
Who Framed Roger Rabbit,Robert Zemeckis,104,6/21/1988
Who's Afraid of Virginia Woolf?,Mike Nichols,131,6/21/1966
Who's Singin' Over There?,Slobodan Sijan,86,1/1/1980
Wicker Park,Paul McGuigan,114,7/4/2004
Wide Awake,M. Night Shyamalan,88,3/20/1998
Wide Sargasso Sea,John Duigan,98,4/16/1993
Wild Reeds,André Téchiné,110,6/1/1994
Wild Strawberries,Ingmar Bergman,91,12/26/1957
William S. Burroughs: A Man Within,Yony Leyser,87,1/22/2010
Willow,Ron Howard,126,5/20/1988
Willy Wonka & the Chocolate Factory,Mel Stuart,100,6/30/1971
Wimbledon,Richard Loncraine,98,9/13/2004
Win Win,Thomas McCarthy,106,1/21/2011
Winchester '73,Anthony Mann,92,7/12/1950
Windtalkers,John Woo,134,6/14/2002
Winged Migration,Jacques Perrin  Jacques Cluzaud,98,12/12/2001
Wings of Desire,Wim Wenders,128,5/17/1987
Winner Take All,Roy Del Ruth,66,7/16/1932
Winnie the Pooh,Stephen J. Anderson  Don Hall,63,4/6/2011
Winter Light,Ingmar Bergman,81,2/11/1963
Winter's Bone,Debra Granik,100,1/21/2010
Within Our Gates,Oscar Micheaux,79,1/12/1920
Within the Whirlwind,Marleen Gorris,106,
Withnail & I,Bruce Robinson,107,3/27/1987
Witness,Peter Weir,112,2/8/1985
Witness for the Prosecution,Billy Wilder,116,
Wizards,Ralph Bakshi,82,
Woman in the Dunes,Hiroshi Teshigahara,123,2/15/1964
Woman of the Year,George Stevens,114,1/19/1942
Woman Thou Art Loosed,Michael Schultz,94,2/5/2004
Women in Love,Ken Russell,131,1969-09
Women on the Verge of a Nervous Breakdown,Pedro AlmodÃ³var,90,3/23/1988
Wonder Boys,Curtis Hanson,107,2/22/2000
Woodstock,Michael Wadleigh,184,3/26/1970
World Trade Center,Oliver Stone,129,8/9/2006
World War Z,Marc Forster,116,6/2/2013
World's Greatest Dad,Bobcat Goldthwait,99,4/25/2009
WR: Mysteries of the Organism,Dusan Makavejev,84,1971-06
Written on the Wind,Douglas Sirk,99,12/12/1956
Wuthering Heights,William Wyler,104,3/24/1939
X-Men,Bryan Singer,104,7/13/2000
X-Men Origins: Wolverine,Gavin Hood,107,4/8/2009
X-Men: The Last Stand,Brett Ratner,104,5/22/2006
X: Night of Vengeance,Jon Hewitt,90,8/30/2011
X2,Bryan Singer,133,4/24/2003
Y Tu MamÃ¡ TambiÃ©n,Alfonso CuarÃ³n,106,6/8/2001
Yankee Doodle Dandy,Michael Curtiz,126,5/29/1942
Yellow Earth,Kaige Chen,91,9/10/1985
Yentl,Barbra Streisand,132,11/18/1983
Yi Yi,Edward Yang,173,5/14/2000
Yol,Serif GÃ¶ren  Yilmaz GÃ¼ney,114,1982-05
You and Me,Fritz Lang,90,6/1/1938
You Can Count on Me,Kenneth Lonergan,111,1/21/2000
You Only Live Once,Fritz Lang,86,1/29/1937
You  the Living,Roy Andersson,95,5/24/2007
Young Frankenstein,Mel Brooks,106,12/15/1974
Young@Heart,Stephen Walker  Sally George,107,2007-07
Your Highness,David Gordon Green,102,4/8/2011
Yours  Mine and Ours,Melville Shavelson,111,4/24/1968
Z,Costa-Gavras,127,2/26/1969
Zabriskie Point,Michelangelo Antonioni,110,2/9/1970
Zack and Miri Make a Porno,Kevin Smith,101,9/7/2008
Zeitgeist,Peter Joseph,118,6/1/2007
Zeitgeist: Addendum,Peter Joseph,123,10/2/2008
Zero Dark Thirty,Kathryn Bigelow,157,12/19/2012
Zero Kelvin,Hans Petter Moland,118,9/29/1995
Zodiac,David Fincher,157,3/2/2007
Zombieland,Ruben Fleischer,88,9/25/2009
